date,district,service_type,usage_count,processing_time,satisfaction,policy_intervention
2021-06-07,서초구,쓰레기수거,52,10,3.17,0
2021-06-07,서초구,문화행사,48,11,3.27,0
2021-06-07,서초구,건강검진,39,48,2.83,0
2021-06-07,송파구,민원처리,98,50,3.29,0
2021-06-07,송파구,복지신청,79,59,3.42,0
2021-06-07,송파구,교통정보,110,4,3.53,0
2021-06-07,송파구,환경신고,43,32,3.53,0
2021-06-07,송파구,세금납부,92,17,3.21,0
2021-06-07,송파구,시설예약,64,14,3.24,0
2021-06-07,송파구,주차정보,116,2,3.15,0
2021-06-07,송파구,쓰레기수거,54,11,3.12,0
2021-06-07,송파구,문화행사,38,10,3.31,0
2021-06-07,송파구,건강검진,33,53,2.8,0
2021-06-07,마포구,민원처리,73,39,3.33,0
2021-06-07,마포구,복지신청,70,62,2.87,0
2021-06-07,마포구,교통정보,85,5,2.69,0
2021-06-07,마포구,환경신고,38,34,3.15,0
2021-06-07,마포구,세금납부,55,18,3.01,0
2021-06-07,마포구,시설예약,73,17,3.42,0
2021-06-07,마포구,주차정보,83,3,2.86,0
2021-06-07,마포구,쓰레기수거,55,10,3.15,0
2021-06-07,마포구,문화행사,46,11,2.82,0
2021-06-07,마포구,건강검진,36,49,3.38,0
2021-06-08,강북구,민원처리,89,41,3.16,0
2021-06-08,강북구,복지신청,69,64,2.99,0
2021-06-08,강북구,교통정보,71,4,2.98,0
2021-06-08,강북구,환경신고,36,30,3.28,0
2021-06-08,강북구,세금납부,55,19,2.58,0
2021-06-08,강북구,시설예약,50,16,2.77,0
2021-06-08,강북구,주차정보,82,2,3.44,0
2021-06-08,강북구,쓰레기수거,42,10,3.22,0
2021-06-08,강북구,문화행사,41,12,2.99,0
2021-06-08,강북구,건강검진,28,48,3.25,0
2021-06-08,강남구,민원처리,93,41,3.26,0
2021-06-08,강남구,복지신청,80,66,3.08,0
2021-06-08,강남구,교통정보,84,4,2.71,0
2021-06-08,강남구,환경신고,53,24,2.9,0
2021-06-08,강남구,세금납부,85,23,2.88,0
2021-06-08,강남구,시설예약,70,15,3.65,0
2021-06-08,강남구,주차정보,122,3,3.46,0
2021-06-08,강남구,쓰레기수거,49,10,3.45,0
2021-06-08,강남구,문화행사,42,11,2.96,0
2021-06-08,강남구,건강검진,44,49,3.1,0
2021-06-08,서초구,민원처리,72,44,3.03,0
2021-06-08,서초구,복지신청,74,53,3.25,0
2021-06-08,서초구,교통정보,100,4,2.8,0
2021-06-08,서초구,환경신고,37,29,3.24,0
2021-06-08,서초구,세금납부,84,20,2.97,0
2021-06-08,서초구,시설예약,73,14,3.34,0
2021-06-08,서초구,주차정보,96,3,3.14,0
2021-06-08,서초구,쓰레기수거,57,9,3.44,0
2021-06-08,서초구,문화행사,39,9,2.91,0
2021-06-08,서초구,건강검진,41,49,3.23,0
2021-06-08,송파구,민원처리,79,45,2.89,0
2021-06-08,송파구,복지신청,66,57,3.33,0
2021-06-08,송파구,교통정보,123,5,2.72,0
2021-06-08,송파구,환경신고,47,29,2.74,0
2021-06-08,송파구,세금납부,85,19,3.35,0
2021-06-08,송파구,시설예약,67,14,3.48,0
2021-06-08,송파구,주차정보,69,2,2.67,0
2021-06-08,송파구,쓰레기수거,49,10,2.82,0
2021-06-08,송파구,문화행사,37,14,2.79,0
2021-06-08,송파구,건강검진,47,49,3.04,0
2021-06-08,마포구,민원처리,86,51,2.86,0
2021-06-08,마포구,복지신청,59,65,3.29,0
2021-06-08,마포구,교통정보,111,5,3.74,0
2021-06-08,마포구,환경신고,41,30,3.3,0
2021-06-08,마포구,세금납부,70,21,3.27,0
2021-06-08,마포구,시설예약,62,16,3.33,0
2021-06-08,마포구,주차정보,94,2,3.03,0
2021-06-08,마포구,쓰레기수거,54,11,2.62,0
2021-06-08,마포구,문화행사,36,12,2.94,0
2021-06-08,마포구,건강검진,28,52,3.67,0
2021-06-09,강북구,민원처리,48,44,3.34,0
2021-06-09,강북구,복지신청,62,61,3.73,0
2021-06-09,강북구,교통정보,84,5,3.01,0
2021-06-09,강북구,환경신고,35,26,3.47,0
2021-06-09,강북구,세금납부,61,20,3.11,0
2021-06-09,강북구,시설예약,53,15,2.9,0
2021-06-09,강북구,주차정보,66,2,3.4,0
2021-06-09,강북구,쓰레기수거,53,10,3.5,0
2021-06-09,강북구,문화행사,26,14,3.38,0
2021-06-09,강북구,건강검진,27,49,2.87,0
2021-06-09,강남구,민원처리,87,53,2.9,0
2021-06-09,강남구,복지신청,67,55,2.84,0
2021-06-09,강남구,교통정보,120,5,3.02,0
2021-06-09,강남구,환경신고,39,30,3.18,0
2021-06-09,강남구,세금납부,103,19,3.12,0
2021-06-09,강남구,시설예약,68,15,3.08,0
2021-06-09,강남구,주차정보,100,2,3.03,0
2021-06-09,강남구,쓰레기수거,66,10,3.06,0
2021-06-09,강남구,문화행사,59,11,2.8,0
2021-06-09,강남구,건강검진,30,56,3.09,0
2021-06-09,서초구,민원처리,73,34,3.08,0
2021-06-09,서초구,복지신청,76,55,2.88,0
2021-06-09,서초구,교통정보,99,5,2.78,0
2021-06-09,서초구,환경신고,40,33,3.35,0
2021-06-09,서초구,세금납부,83,18,3.21,0
2021-06-09,서초구,시설예약,57,13,2.88,0
2021-06-09,서초구,주차정보,110,2,3.29,0
2021-06-09,서초구,쓰레기수거,55,10,3.12,0
2021-06-09,서초구,문화행사,41,11,2.78,0
2021-06-09,서초구,건강검진,29,48,2.72,0
2021-06-09,송파구,민원처리,75,49,3.27,0
2021-06-09,송파구,복지신청,70,73,2.71,0
2021-06-09,송파구,교통정보,130,4,3.44,0
2021-06-09,송파구,환경신고,48,24,3.23,0
2021-06-09,송파구,세금납부,89,15,3.78,0
2021-06-09,송파구,시설예약,69,16,2.85,0
2021-06-09,송파구,주차정보,115,3,3.28,0
2021-06-09,송파구,쓰레기수거,56,9,3.14,0
2021-06-09,송파구,문화행사,43,12,2.95,0
2021-06-09,송파구,건강검진,41,45,3.12,0
2021-06-09,마포구,민원처리,87,41,3.4,0
2021-06-09,마포구,복지신청,69,58,3.55,0
2021-06-09,마포구,교통정보,97,5,3.74,0
2021-06-09,마포구,환경신고,38,31,3.01,0
2021-06-09,마포구,세금납부,60,19,2.79,0
2021-06-09,마포구,시설예약,48,15,3.05,0
2021-06-09,마포구,주차정보,97,3,3.76,0
2021-06-09,마포구,쓰레기수거,51,11,3.32,0
2021-06-09,마포구,문화행사,41,13,3.4,0
2021-06-09,마포구,건강검진,33,51,3.36,0
2021-06-10,강북구,민원처리,62,41,3.63,0
2021-06-10,강북구,복지신청,71,54,3.0,0
2021-06-10,강북구,교통정보,98,5,3.4,0
2021-06-10,강북구,환경신고,39,29,3.3,0
2021-06-10,강북구,세금납부,65,18,3.29,0
2021-06-10,강북구,시설예약,58,14,3.25,0
2021-06-10,강북구,주차정보,79,2,3.4,0
2021-06-10,강북구,쓰레기수거,37,11,3.39,0
2021-06-10,강북구,문화행사,30,14,3.25,0
2021-06-10,강북구,건강검진,24,55,3.35,0
2021-06-10,강남구,민원처리,73,42,3.28,0
2021-06-10,강남구,복지신청,54,60,3.25,0
2021-06-10,강남구,교통정보,98,5,3.2,0
2021-06-10,강남구,환경신고,41,32,3.45,0
2021-06-10,강남구,세금납부,86,19,3.42,0
2021-06-10,강남구,시설예약,67,12,3.35,0
2021-06-10,강남구,주차정보,96,2,3.64,0
2021-06-10,강남구,쓰레기수거,58,10,3.35,0
2021-06-10,강남구,문화행사,53,10,3.18,0
2021-06-10,강남구,건강검진,40,51,3.29,0
2021-06-10,서초구,민원처리,124,39,3.49,0
2021-06-10,서초구,복지신청,84,62,3.0,0
2021-06-10,서초구,교통정보,134,3,3.0,0
2021-06-10,서초구,환경신고,52,28,3.68,0
2021-06-10,서초구,세금납부,62,17,3.04,0
2021-06-10,서초구,시설예약,66,14,3.05,0
2021-06-10,서초구,주차정보,120,3,3.08,0
2021-06-10,서초구,쓰레기수거,40,7,3.27,0
2021-06-10,서초구,문화행사,49,12,3.18,0
2021-06-10,서초구,건강검진,31,53,3.7,0
2021-06-10,송파구,민원처리,63,44,2.91,0
2021-06-10,송파구,복지신청,59,53,3.31,0
2021-06-10,송파구,교통정보,120,5,3.2,0
2021-06-10,송파구,환경신고,34,29,2.78,0
2021-06-10,송파구,세금납부,70,21,3.26,0
2021-06-10,송파구,시설예약,72,14,3.44,0
2021-06-10,송파구,주차정보,98,3,3.3,0
2021-06-10,송파구,쓰레기수거,55,10,3.19,0
2021-06-10,송파구,문화행사,58,12,3.2,0
2021-06-10,송파구,건강검진,36,54,3.41,0
2021-06-10,마포구,민원처리,76,39,2.93,0
2021-06-10,마포구,복지신청,62,68,3.12,0
2021-06-10,마포구,교통정보,87,4,3.65,0
2021-06-10,마포구,환경신고,43,32,3.49,0
2021-06-10,마포구,세금납부,70,20,3.65,0
2021-06-10,마포구,시설예약,57,15,3.46,0
2021-06-10,마포구,주차정보,96,2,3.19,0
2021-06-10,마포구,쓰레기수거,53,10,3.55,0
2021-06-10,마포구,문화행사,43,12,3.07,0
2021-06-10,마포구,건강검진,29,53,3.03,0
2021-06-11,강북구,민원처리,69,51,3.57,0
2021-06-11,강북구,복지신청,58,58,3.16,0
2021-06-11,강북구,교통정보,94,4,3.03,0
2021-06-11,강북구,환경신고,41,30,3.03,0
2021-06-11,강북구,세금납부,67,21,2.9,0
2021-06-11,강북구,시설예약,47,14,3.34,0
2021-06-11,강북구,주차정보,84,2,2.75,0
2021-06-11,강북구,쓰레기수거,48,8,3.28,0
2021-06-11,강북구,문화행사,34,12,3.7,0
2021-06-11,강북구,건강검진,40,41,3.5,0
2021-06-11,강남구,민원처리,97,49,3.49,0
2021-06-11,강남구,복지신청,96,61,2.93,0
2021-06-11,강남구,교통정보,136,5,3.13,0
2021-06-11,강남구,환경신고,46,33,3.68,0
2021-06-11,강남구,세금납부,73,21,3.09,0
2021-06-11,강남구,시설예약,54,15,2.95,0
2021-06-11,강남구,주차정보,83,2,2.89,0
2021-06-11,강남구,쓰레기수거,54,8,3.08,0
2021-06-11,강남구,문화행사,44,12,3.38,0
2021-06-11,강남구,건강검진,41,48,3.12,0
2021-06-11,서초구,민원처리,78,41,3.41,0
2021-06-11,서초구,복지신청,52,59,3.1,0
2021-06-11,서초구,교통정보,117,4,3.2,0
2021-06-11,서초구,환경신고,47,24,2.88,0
2021-06-11,서초구,세금납부,79,21,3.25,0
2021-06-11,서초구,시설예약,68,13,2.72,0
2021-06-11,서초구,주차정보,100,2,2.94,0
2021-06-11,서초구,쓰레기수거,61,10,3.03,0
2021-06-11,서초구,문화행사,40,12,3.26,0
2021-06-11,서초구,건강검진,29,40,3.76,0
2021-06-11,송파구,민원처리,77,47,3.65,0
2021-06-11,송파구,복지신청,77,56,2.77,0
2021-06-11,송파구,교통정보,89,5,3.64,0
2021-06-11,송파구,환경신고,44,28,3.41,0
2021-06-11,송파구,세금납부,76,20,3.21,0
2021-06-11,송파구,시설예약,62,14,3.73,0
2021-06-11,송파구,주차정보,113,3,2.92,0
2021-06-11,송파구,쓰레기수거,66,10,2.75,0
2021-06-11,송파구,문화행사,51,11,2.74,0
2021-06-11,송파구,건강검진,38,52,3.25,0
2021-06-11,마포구,민원처리,78,43,3.94,0
2021-06-11,마포구,복지신청,52,65,3.2,0
2021-06-11,마포구,교통정보,83,4,2.78,0
2021-06-11,마포구,환경신고,36,29,2.73,0
2021-06-11,마포구,세금납부,77,18,2.76,0
2021-06-11,마포구,시설예약,46,18,2.61,0
2021-06-11,마포구,주차정보,93,2,3.09,0
2021-06-11,마포구,쓰레기수거,52,10,3.0,0
2021-06-11,마포구,문화행사,31,12,3.37,0
2021-06-11,마포구,건강검진,30,52,3.07,0
2021-06-12,강북구,민원처리,36,45,3.36,0
2021-06-12,강북구,복지신청,35,63,2.97,0
2021-06-12,강북구,교통정보,62,4,3.16,0
2021-06-12,강북구,환경신고,16,29,3.36,0
2021-06-12,강북구,세금납부,42,23,3.36,0
2021-06-12,강북구,시설예약,30,14,3.0,0
2021-06-12,강북구,주차정보,52,3,2.88,0
2021-06-12,강북구,쓰레기수거,27,10,2.87,0
2021-06-12,강북구,문화행사,22,10,2.47,0
2021-06-12,강북구,건강검진,16,51,3.17,0
2021-06-12,강남구,민원처리,85,46,3.24,0
2021-06-12,강남구,복지신청,51,57,3.48,0
2021-06-12,강남구,교통정보,75,5,3.01,0
2021-06-12,강남구,환경신고,22,28,3.28,0
2021-06-12,강남구,세금납부,50,20,3.13,0
2021-06-12,강남구,시설예약,44,13,3.26,0
2021-06-12,강남구,주차정보,59,2,3.15,0
2021-06-12,강남구,쓰레기수거,44,8,3.24,0
2021-06-12,강남구,문화행사,33,14,3.05,0
2021-06-12,강남구,건강검진,21,44,3.54,0
2021-06-12,서초구,민원처리,46,43,2.65,0
2021-06-12,서초구,복지신청,48,66,3.45,0
2021-06-12,서초구,교통정보,49,5,2.7,0
2021-06-12,서초구,환경신고,27,30,3.29,0
2021-06-12,서초구,세금납부,52,19,2.61,0
2021-06-12,서초구,시설예약,40,15,2.93,0
2021-06-12,서초구,주차정보,45,3,3.57,0
2021-06-12,서초구,쓰레기수거,35,9,2.44,0
2021-06-12,서초구,문화행사,30,12,3.09,0
2021-06-12,서초구,건강검진,25,54,3.25,0
2021-06-12,송파구,민원처리,57,45,3.4,0
2021-06-12,송파구,복지신청,39,62,2.92,0
2021-06-12,송파구,교통정보,82,5,2.99,0
2021-06-12,송파구,환경신고,28,27,3.65,0
2021-06-12,송파구,세금납부,63,21,3.67,0
2021-06-12,송파구,시설예약,40,16,3.57,0
2021-06-12,송파구,주차정보,62,3,3.48,0
2021-06-12,송파구,쓰레기수거,37,9,2.54,0
2021-06-12,송파구,문화행사,27,9,2.9,0
2021-06-12,송파구,건강검진,19,47,3.45,0
2021-06-12,마포구,민원처리,55,47,3.39,0
2021-06-12,마포구,복지신청,42,45,3.2,0
2021-06-12,마포구,교통정보,42,5,2.57,0
2021-06-12,마포구,환경신고,23,31,2.86,0
2021-06-12,마포구,세금납부,49,21,3.31,0
2021-06-12,마포구,시설예약,37,14,3.25,0
2021-06-12,마포구,주차정보,52,2,3.0,0
2021-06-12,마포구,쓰레기수거,23,9,3.08,0
2021-06-12,마포구,문화행사,21,13,2.85,0
2021-06-12,마포구,건강검진,18,55,3.47,0
2021-06-13,강북구,민원처리,49,42,3.44,0
2021-06-13,강북구,복지신청,28,58,3.15,0
2021-06-13,강북구,교통정보,46,4,3.05,0
2021-06-13,강북구,환경신고,17,32,3.15,0
2021-06-13,강북구,세금납부,38,20,3.22,0
2021-06-13,강북구,시설예약,29,14,3.63,0
2021-06-13,강북구,주차정보,51,3,3.07,0
2021-06-13,강북구,쓰레기수거,24,10,3.65,0
2021-06-13,강북구,문화행사,16,12,3.54,0
2021-06-13,강북구,건강검진,13,49,2.88,0
2021-06-13,강남구,민원처리,63,43,3.16,0
2021-06-13,강남구,복지신청,45,64,3.27,0
2021-06-13,강남구,교통정보,74,5,3.37,0
2021-06-13,강남구,환경신고,28,35,2.83,0
2021-06-13,강남구,세금납부,40,16,2.58,0
2021-06-13,강남구,시설예약,46,15,3.56,0
2021-06-13,강남구,주차정보,55,3,3.22,0
2021-06-13,강남구,쓰레기수거,36,10,2.97,0
2021-06-13,강남구,문화행사,41,13,3.04,0
2021-06-13,강남구,건강검진,20,49,3.25,0
2021-06-13,서초구,민원처리,62,39,3.29,0
2021-06-13,서초구,복지신청,33,62,3.17,0
2021-06-13,서초구,교통정보,83,4,3.61,0
2021-06-13,서초구,환경신고,20,26,2.7,0
2021-06-13,서초구,세금납부,50,17,2.8,0
2021-06-13,서초구,시설예약,38,15,3.21,0
2021-06-13,서초구,주차정보,57,3,3.24,0
2021-06-13,서초구,쓰레기수거,36,10,2.87,0
2021-06-13,서초구,문화행사,29,11,3.17,0
2021-06-13,서초구,건강검진,22,40,2.72,0
2021-06-13,송파구,민원처리,64,42,3.02,0
2021-06-13,송파구,복지신청,46,57,3.33,0
2021-06-13,송파구,교통정보,67,5,2.99,0
2021-06-13,송파구,환경신고,29,33,3.03,0
2021-06-13,송파구,세금납부,58,19,3.42,0
2021-06-13,송파구,시설예약,40,14,3.3,0
2021-06-13,송파구,주차정보,74,3,3.34,0
2021-06-13,송파구,쓰레기수거,32,11,3.39,0
2021-06-13,송파구,문화행사,28,11,3.49,0
2021-06-13,송파구,건강검진,20,41,3.22,0
2021-06-13,마포구,민원처리,56,52,3.17,0
2021-06-13,마포구,복지신청,38,63,3.12,0
2021-06-13,마포구,교통정보,62,4,3.5,0
2021-06-13,마포구,환경신고,26,32,3.14,0
2021-06-13,마포구,세금납부,55,20,3.27,0
2021-06-13,마포구,시설예약,29,14,3.23,0
2021-06-13,마포구,주차정보,46,2,3.15,0
2021-06-13,마포구,쓰레기수거,29,8,3.16,0
2021-06-13,마포구,문화행사,22,11,3.51,0
2021-06-13,마포구,건강검진,25,53,2.83,0
2021-06-14,강북구,민원처리,66,47,3.34,0
2021-06-14,강북구,복지신청,64,59,3.09,0
2021-06-14,강북구,교통정보,106,5,2.89,0
2021-06-14,강북구,환경신고,42,25,2.15,0
2021-06-14,강북구,세금납부,70,21,3.32,0
2021-06-14,강북구,시설예약,39,14,3.12,0
2021-06-14,강북구,주차정보,70,3,2.89,0
2021-06-14,강북구,쓰레기수거,43,11,3.31,0
2021-06-14,강북구,문화행사,41,12,3.33,0
2021-06-14,강북구,건강검진,29,53,3.08,0
2021-06-14,강남구,민원처리,80,49,3.55,0
2021-06-14,강남구,복지신청,83,56,2.73,0
2021-06-14,강남구,교통정보,121,4,2.75,0
2021-06-14,강남구,환경신고,49,27,3.3,0
2021-06-14,강남구,세금납부,87,18,2.69,0
2021-06-14,강남구,시설예약,61,13,2.83,0
2021-06-14,강남구,주차정보,104,2,3.15,0
2021-06-14,강남구,쓰레기수거,62,9,3.33,0
2021-06-14,강남구,문화행사,39,10,3.17,0
2021-06-14,강남구,건강검진,44,54,3.68,0
2021-06-14,서초구,민원처리,84,44,2.89,0
2021-06-14,서초구,복지신청,58,61,2.97,0
2021-06-14,서초구,교통정보,127,4,3.35,0
2021-06-14,서초구,환경신고,38,27,3.36,0
2021-06-14,서초구,세금납부,72,18,2.96,0
2021-06-14,서초구,시설예약,79,14,3.22,0
2021-06-14,서초구,주차정보,96,3,3.02,0
2021-06-14,서초구,쓰레기수거,52,10,2.94,0
2021-06-14,서초구,문화행사,52,13,3.38,0
2021-06-14,서초구,건강검진,36,35,3.33,0
2021-06-14,송파구,민원처리,89,43,2.63,0
2021-06-14,송파구,복지신청,81,51,3.24,0
2021-06-14,송파구,교통정보,129,4,3.56,0
2021-06-14,송파구,환경신고,42,31,2.81,0
2021-06-14,송파구,세금납부,98,21,3.34,0
2021-06-14,송파구,시설예약,62,12,3.08,0
2021-06-14,송파구,주차정보,121,3,2.73,0
2021-06-14,송파구,쓰레기수거,47,11,3.35,0
2021-06-14,송파구,문화행사,38,9,3.01,0
2021-06-14,송파구,건강검진,27,49,3.94,0
2021-06-14,마포구,민원처리,60,44,3.59,0
2021-06-14,마포구,복지신청,71,59,3.16,0
2021-06-14,마포구,교통정보,79,4,3.27,0
2021-06-14,마포구,환경신고,46,28,3.14,0
2021-06-14,마포구,세금납부,61,20,3.44,0
2021-06-14,마포구,시설예약,61,13,3.24,0
2021-06-14,마포구,주차정보,79,3,3.15,0
2021-06-14,마포구,쓰레기수거,37,9,3.34,0
2021-06-14,마포구,문화행사,41,11,3.02,0
2021-06-14,마포구,건강검진,27,48,2.94,0
2021-06-15,강북구,민원처리,80,40,3.24,0
2021-06-15,강북구,복지신청,56,65,3.53,0
2021-06-15,강북구,교통정보,92,5,2.89,0
2021-06-15,강북구,환경신고,29,27,3.43,0
2021-06-15,강북구,세금납부,63,21,3.5,0
2021-06-15,강북구,시설예약,43,15,3.2,0
2021-06-15,강북구,주차정보,73,2,3.56,0
2021-06-15,강북구,쓰레기수거,42,10,2.96,0
2021-06-15,강북구,문화행사,38,10,3.34,0
2021-06-15,강북구,건강검진,30,47,3.3,0
2021-06-15,강남구,민원처리,102,44,3.2,0
2021-06-15,강남구,복지신청,80,60,3.22,0
2021-06-15,강남구,교통정보,100,4,3.28,0
2021-06-15,강남구,환경신고,50,32,3.39,0
2021-06-15,강남구,세금납부,78,19,3.11,0
2021-06-15,강남구,시설예약,69,14,3.38,0
2021-06-15,강남구,주차정보,112,3,3.27,0
2021-06-15,강남구,쓰레기수거,52,9,3.38,0
2021-06-15,강남구,문화행사,37,10,3.2,0
2021-06-15,강남구,건강검진,45,56,3.13,0
2021-06-15,서초구,민원처리,104,45,2.74,0
2021-06-15,서초구,복지신청,71,56,3.48,0
2021-06-15,서초구,교통정보,107,4,2.75,0
2021-06-15,서초구,환경신고,44,22,3.04,0
2021-06-15,서초구,세금납부,83,17,3.5,0
2021-06-15,서초구,시설예약,74,13,3.11,0
2021-06-15,서초구,주차정보,113,2,2.78,0
2021-06-15,서초구,쓰레기수거,52,9,3.53,0
2021-06-15,서초구,문화행사,49,11,3.24,0
2021-06-15,서초구,건강검진,28,46,3.67,0
2021-06-15,송파구,민원처리,95,49,3.27,0
2021-06-15,송파구,복지신청,90,48,3.14,0
2021-06-15,송파구,교통정보,142,5,3.6,0
2021-06-15,송파구,환경신고,47,28,2.89,0
2021-06-15,송파구,세금납부,71,21,3.35,0
2021-06-15,송파구,시설예약,65,15,3.24,0
2021-06-15,송파구,주차정보,119,3,2.88,0
2021-06-15,송파구,쓰레기수거,59,8,3.24,0
2021-06-15,송파구,문화행사,51,10,3.08,0
2021-06-15,송파구,건강검진,38,51,3.12,0
2021-06-15,마포구,민원처리,65,44,2.7,0
2021-06-15,마포구,복지신청,61,57,3.16,0
2021-06-15,마포구,교통정보,87,4,3.09,0
2021-06-15,마포구,환경신고,45,33,3.93,0
2021-06-15,마포구,세금납부,90,17,3.08,0
2021-06-15,마포구,시설예약,55,14,3.22,0
2021-06-15,마포구,주차정보,119,2,2.99,0
2021-06-15,마포구,쓰레기수거,59,9,3.32,0
2021-06-15,마포구,문화행사,46,12,3.26,0
2021-06-15,마포구,건강검진,36,45,3.05,0
2021-06-16,강북구,민원처리,75,35,3.62,0
2021-06-16,강북구,복지신청,58,60,2.71,0
2021-06-16,강북구,교통정보,67,4,3.44,0
2021-06-16,강북구,환경신고,24,32,3.09,0
2021-06-16,강북구,세금납부,60,20,3.28,0
2021-06-16,강북구,시설예약,43,15,2.5,0
2021-06-16,강북구,주차정보,71,3,3.1,0
2021-06-16,강북구,쓰레기수거,30,10,2.83,0
2021-06-16,강북구,문화행사,34,12,3.21,0
2021-06-16,강북구,건강검진,32,49,3.33,0
2021-06-16,강남구,민원처리,99,47,3.62,0
2021-06-16,강남구,복지신청,81,64,3.64,0
2021-06-16,강남구,교통정보,144,4,3.51,0
2021-06-16,강남구,환경신고,51,33,3.37,0
2021-06-16,강남구,세금납부,93,20,3.28,0
2021-06-16,강남구,시설예약,73,14,3.12,0
2021-06-16,강남구,주차정보,139,3,3.03,0
2021-06-16,강남구,쓰레기수거,57,11,2.98,0
2021-06-16,강남구,문화행사,38,10,2.68,0
2021-06-16,강남구,건강검진,32,44,3.62,0
2021-06-16,서초구,민원처리,89,43,2.77,0
2021-06-16,서초구,복지신청,70,49,3.09,0
2021-06-16,서초구,교통정보,141,5,3.14,0
2021-06-16,서초구,환경신고,49,28,2.96,0
2021-06-16,서초구,세금납부,101,17,3.09,0
2021-06-16,서초구,시설예약,65,13,3.4,0
2021-06-16,서초구,주차정보,94,3,3.38,0
2021-06-16,서초구,쓰레기수거,52,11,3.0,0
2021-06-16,서초구,문화행사,54,13,3.73,0
2021-06-16,서초구,건강검진,36,46,3.82,0
2021-06-16,송파구,민원처리,90,41,3.14,0
2021-06-16,송파구,복지신청,64,63,3.02,0
2021-06-16,송파구,교통정보,109,5,3.39,0
2021-06-16,송파구,환경신고,47,30,3.2,0
2021-06-16,송파구,세금납부,79,19,3.35,0
2021-06-16,송파구,시설예약,65,15,2.95,0
2021-06-16,송파구,주차정보,95,2,3.03,0
2021-06-16,송파구,쓰레기수거,68,10,2.88,0
2021-06-16,송파구,문화행사,50,11,3.0,0
2021-06-16,송파구,건강검진,29,54,2.79,0
2021-06-16,마포구,민원처리,79,40,3.43,0
2021-06-16,마포구,복지신청,60,59,3.17,0
2021-06-16,마포구,교통정보,100,5,3.19,0
2021-06-16,마포구,환경신고,36,25,2.86,0
2021-06-16,마포구,세금납부,79,19,3.0,0
2021-06-16,마포구,시설예약,44,12,2.99,0
2021-06-16,마포구,주차정보,99,2,3.32,0
2021-06-16,마포구,쓰레기수거,43,10,3.09,0
2021-06-16,마포구,문화행사,32,11,3.75,0
2021-06-16,마포구,건강검진,40,52,3.16,0
2021-06-17,강북구,민원처리,73,46,3.19,0
2021-06-17,강북구,복지신청,59,61,3.11,0
2021-06-17,강북구,교통정보,68,4,3.44,0
2021-06-17,강북구,환경신고,34,30,3.12,0
2021-06-17,강북구,세금납부,52,19,2.89,0
2021-06-17,강북구,시설예약,41,16,3.07,0
2021-06-17,강북구,주차정보,68,3,3.44,0
2021-06-17,강북구,쓰레기수거,39,10,3.13,0
2021-06-17,강북구,문화행사,31,12,3.1,0
2021-06-17,강북구,건강검진,28,55,3.47,0
2021-06-17,강남구,민원처리,91,47,2.86,0
2021-06-17,강남구,복지신청,85,60,3.31,0
2021-06-17,강남구,교통정보,114,6,2.93,0
2021-06-17,강남구,환경신고,57,26,3.35,0
2021-06-17,강남구,세금납부,97,20,3.05,0
2021-06-17,강남구,시설예약,71,15,3.74,0
2021-06-17,강남구,주차정보,95,2,3.29,0
2021-06-17,강남구,쓰레기수거,57,9,3.52,0
2021-06-17,강남구,문화행사,28,11,2.68,0
2021-06-17,강남구,건강검진,32,62,3.38,0
2021-06-17,서초구,민원처리,102,44,3.43,0
2021-06-17,서초구,복지신청,52,66,2.95,0
2021-06-17,서초구,교통정보,99,5,3.29,0
2021-06-17,서초구,환경신고,45,25,3.23,0
2021-06-17,서초구,세금납부,92,18,3.59,0
2021-06-17,서초구,시설예약,54,15,3.66,0
2021-06-17,서초구,주차정보,88,3,3.79,0
2021-06-17,서초구,쓰레기수거,55,9,2.97,0
2021-06-17,서초구,문화행사,53,13,3.63,0
2021-06-17,서초구,건강검진,35,55,3.19,0
2021-06-17,송파구,민원처리,82,50,3.69,0
2021-06-17,송파구,복지신청,64,53,3.21,0
2021-06-17,송파구,교통정보,130,4,3.27,0
2021-06-17,송파구,환경신고,43,32,2.96,0
2021-06-17,송파구,세금납부,95,19,2.92,0
2021-06-17,송파구,시설예약,67,12,3.03,0
2021-06-17,송파구,주차정보,109,2,2.43,0
2021-06-17,송파구,쓰레기수거,36,11,3.18,0
2021-06-17,송파구,문화행사,43,13,3.08,0
2021-06-17,송파구,건강검진,39,50,3.06,0
2021-06-17,마포구,민원처리,83,48,3.14,0
2021-06-17,마포구,복지신청,59,57,2.51,0
2021-06-17,마포구,교통정보,100,4,3.39,0
2021-06-17,마포구,환경신고,39,30,3.41,0
2021-06-17,마포구,세금납부,61,20,3.28,0
2021-06-17,마포구,시설예약,54,13,3.38,0
2021-06-17,마포구,주차정보,97,3,2.88,0
2021-06-17,마포구,쓰레기수거,44,9,3.41,0
2021-06-17,마포구,문화행사,30,11,3.08,0
2021-06-17,마포구,건강검진,31,43,3.13,0
2021-06-18,강북구,민원처리,66,40,3.16,0
2021-06-18,강북구,복지신청,51,62,2.93,0
2021-06-18,강북구,교통정보,85,4,3.02,0
2021-06-18,강북구,환경신고,36,30,3.07,0
2021-06-18,강북구,세금납부,60,17,3.62,0
2021-06-18,강북구,시설예약,54,15,2.72,0
2021-06-18,강북구,주차정보,70,2,2.62,0
2021-06-18,강북구,쓰레기수거,47,11,3.82,0
